symboling,normalized_losses,make,fuel_type,aspiration,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,city-L/100km,highway-L/100km,length_scaled,width_scaled,height_scaled,horsepower_binned,fuel_type_diesel,fuel_type_gas,aspiration_std,aspiration_turbo
3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160,5500.0,19.0,26.0,18150.0,12.368421052631579,9.038461538461538,0.8966842864007688,0.9236111111111112,0.9381270903010034,Medium,0,1,0,1
2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160,5500.0,19.0,26.0,18620.0,12.368421052631579,9.038461538461538,0.8966842864007688,0.9236111111111112,0.9381270903010034,Medium,0,1,0,1
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050.0,ohcf,four,97.0,2bbl,3.62,2.36,9.0,69,4900.0,31.0,36.0,5118.0,7.580645161290323,6.527777777777778,0.7539644401729938,0.8805555555555555,0.8979933110367894,Low,0,1,1,0
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73,4400.0,26.0,31.0,7053.0,9.038461538461538,7.580645161290323,0.758769822200865,0.8833333333333333,0.8979933110367894,Low,0,1,1,0
2,83,subaru,gas,std,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73,4400.0,26.0,31.0,7603.0,9.038461538461538,7.580645161290323,0.7558865929841423,0.8861111111111111,0.931438127090301,Low,0,1,1,0
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82,4800.0,32.0,37.0,7126.0,7.34375,6.351351351351352,0.8265257087938491,0.9083333333333334,0.8779264214046824,Low,0,1,1,0
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82,4400.0,28.0,33.0,7775.0,8.392857142857142,7.121212121212121,0.8265257087938491,0.9083333333333334,0.8779264214046824,Low,0,1,1,0
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94,5200.0,26.0,32.0,9960.0,9.038461538461538,7.34375,0.8265257087938491,0.9083333333333334,0.8779264214046824,Low,0,1,1,0
0,102,subaru,gas,std,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82,4800.0,24.0,25.0,9233.0,9.791666666666666,9.4,0.8265257087938491,0.9083333333333334,0.9080267558528428,Low,0,1,1,0
0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111,4800.0,24.0,29.0,11259.0,9.791666666666666,8.10344827586207,0.8265257087938491,0.9083333333333334,0.9080267558528428,Low,0,1,0,1
0,89,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82,4800.0,28.0,32.0,7463.0,8.392857142857142,7.34375,0.8337337818356559,0.9083333333333334,0.8862876254180603,Low,0,1,1,0
0,89,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94,5200.0,25.0,31.0,10198.0,9.4,7.580645161290323,0.8337337818356559,0.9083333333333334,0.8862876254180603,Low,0,1,1,0
0,85,subaru,gas,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82,4800.0,23.0,29.0,8013.0,10.217391304347826,8.10344827586207,0.8342143200384431,0.9083333333333334,0.9180602006688964,Low,0,1,1,0
0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111,4800.0,23.0,23.0,11694.0,10.217391304347826,10.217391304347826,0.8342143200384431,0.9083333333333334,0.9180602006688964,Low,0,1,0,1
1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62,4800.0,35.0,39.0,5348.0,6.714285714285714,6.0256410256410255,0.762614127823162,0.8833333333333333,0.911371237458194,Low,0,1,1,0
1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62,4800.0,31.0,38.0,6338.0,7.580645161290323,6.184210526315789,0.762614127823162,0.8833333333333333,0.911371237458194,Low,0,1,1,0
1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62,4800.0,31.0,38.0,6488.0,7.580645161290323,6.184210526315789,0.762614127823162,0.8833333333333333,0.911371237458194,Low,0,1,1,0
0,77,toyota,gas,std,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62,4800.0,31.0,37.0,6918.0,7.580645161290323,6.351351351351352,0.8154733301297453,0.8833333333333333,0.988294314381271,Low,0,1,1,0
0,81,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62,4800.0,27.0,32.0,7898.0,8.703703703703704,7.34375,0.8154733301297453,0.8833333333333333,0.988294314381271,Low,0,1,1,0
0,91,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62,4800.0,27.0,32.0,8778.0,8.703703703703704,7.34375,0.8154733301297453,0.8833333333333333,0.988294314381271,Low,0,1,1,0
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70,4800.0,30.0,37.0,6938.0,7.833333333333333,6.351351351351352,0.7991350312349833,0.8944444444444445,0.8862876254180603,Low,0,1,1,0
0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70,4800.0,30.0,37.0,7198.0,7.833333333333333,6.351351351351352,0.7991350312349833,0.8944444444444445,0.882943143812709,Low,0,1,1,0
0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56,4500.0,34.0,36.0,7898.0,6.911764705882353,6.527777777777778,0.7991350312349833,0.8944444444444445,0.8862876254180603,Low,1,0,1,0
0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56,4500.0,38.0,47.0,7788.0,6.184210526315789,5.0,0.7991350312349833,0.8944444444444445,0.882943143812709,Low,1,0,1,0
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70,4800.0,38.0,47.0,7738.0,6.184210526315789,5.0,0.7991350312349833,0.8944444444444445,0.8862876254180603,Low,0,1,1,0
0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70,4800.0,28.0,34.0,8358.0,8.392857142857142,6.911764705882353,0.7991350312349833,0.8944444444444445,0.882943143812709,Low,0,1,1,0
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70,4800.0,28.0,34.0,9258.0,8.392857142857142,6.911764705882353,0.7991350312349833,0.8944444444444445,0.882943143812709,Low,0,1,1,0
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70,4800.0,29.0,34.0,8058.0,8.10344827586207,6.911764705882353,0.810667948101874,0.8888888888888888,0.8795986622073579,Low,0,1,1,0
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70,4800.0,29.0,34.0,8238.0,8.10344827586207,6.911764705882353,0.810667948101874,0.8888888888888888,0.8795986622073579,Low,0,1,1,0
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112,6600.0,26.0,29.0,9298.0,9.038461538461538,8.10344827586207,0.810667948101874,0.8888888888888888,0.8795986622073579,Low,0,1,1,0
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112,6600.0,26.0,29.0,9538.0,9.038461538461538,8.10344827586207,0.810667948101874,0.8888888888888888,0.8795986622073579,Low,0,1,1,0
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30.0,8449.0,9.791666666666666,7.833333333333333,0.8467083133109082,0.911111111111111,0.8695652173913044,Low,0,1,1,0
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30.0,9639.0,9.791666666666666,7.833333333333333,0.8467083133109082,0.911111111111111,0.8695652173913044,Low,0,1,1,0
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30.0,9989.0,9.791666666666666,7.833333333333333,0.8467083133109082,0.911111111111111,0.8695652173913044,Low,0,1,1,0
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30.0,11199.0,9.791666666666666,7.833333333333333,0.8467083133109082,0.911111111111111,0.8695652173913044,Low,0,1,1,0
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30.0,11549.0,9.791666666666666,7.833333333333333,0.8467083133109082,0.911111111111111,0.8695652173913044,Low,0,1,1,0
2,134,toyota,gas,std,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30.0,17669.0,9.791666666666666,7.833333333333333,0.8467083133109082,0.911111111111111,0.8862876254180603,Low,0,1,1,0
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92,4200.0,29.0,34.0,8948.0,8.10344827586207,6.911764705882353,0.8438250840941854,0.9236111111111112,0.9180602006688964,Low,0,1,1,0
-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480.0,ohc,four,110.0,idi,3.27,3.35,22.5,73,4500.0,30.0,33.0,10698.0,7.833333333333333,7.121212121212121,0.8438250840941854,0.9236111111111112,0.9180602006688964,Low,1,0,0,1
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92,4200.0,27.0,32.0,9988.0,8.703703703703704,7.34375,0.8438250840941854,0.9236111111111112,0.9013377926421405,Low,0,1,1,0
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92,4200.0,27.0,32.0,10898.0,8.703703703703704,7.34375,0.8438250840941854,0.9236111111111112,0.9180602006688964,Low,0,1,1,0
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92,4200.0,27.0,32.0,11248.0,8.703703703703704,7.34375,0.8438250840941854,0.9236111111111112,0.9013377926421405,Low,0,1,1,0
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161,5200.0,20.0,24.0,16558.0,11.75,9.791666666666666,0.8817876021143681,0.9402777777777778,0.8695652173913044,Medium,0,1,1,0
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161,5200.0,19.0,24.0,15998.0,12.368421052631579,9.791666666666666,0.8817876021143681,0.9402777777777778,0.8695652173913044,Medium,0,1,1,0
-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131.0,dohc,six,171.0,mpfi,3.27,3.35,9.2,156,5200.0,20.0,24.0,15690.0,11.75,9.791666666666666,0.9024507448342144,0.9236111111111112,0.9046822742474917,Medium,0,1,1,0
-1,122,toyota,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151.0,dohc,six,161.0,mpfi,3.27,3.35,9.2,156,5200.0,19.0,24.0,15750.0,12.368421052631579,9.791666666666666,0.9024507448342144,0.9236111111111112,0.9046822742474917,Medium,0,1,1,0
2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261.0,ohc,four,97.0,idi,3.01,3.4,23.0,52,4800.0,37.0,46.0,7775.0,6.351351351351352,5.108695652173913,0.8250840941854877,0.9097222222222222,0.931438127090301,Low,1,0,1,0
2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85,5250.0,27.0,34.0,7975.0,8.703703703703704,6.911764705882353,0.8250840941854877,0.9097222222222222,0.931438127090301,Low,0,1,1,0
2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264.0,ohc,four,97.0,idi,3.01,3.4,23.0,52,4800.0,37.0,46.0,7995.0,6.351351351351352,5.108695652173913,0.8250840941854877,0.9097222222222222,0.931438127090301,Low,1,0,1,0
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85,5250.0,27.0,34.0,8195.0,8.703703703703704,6.911764705882353,0.8250840941854877,0.9097222222222222,0.931438127090301,Low,0,1,1,0
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85,5250.0,27.0,34.0,8495.0,8.703703703703704,6.911764705882353,0.8250840941854877,0.9097222222222222,0.931438127090301,Low,0,1,1,0
2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319.0,ohc,four,97.0,idi,3.01,3.4,23.0,68,4500.0,37.0,42.0,9495.0,6.351351351351352,5.595238095238095,0.8250840941854877,0.9097222222222222,0.931438127090301,Low,1,0,0,1
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300.0,ohc,four,109.0,mpfi,3.19,3.4,10.0,100,5500.0,26.0,32.0,9995.0,9.038461538461538,7.34375,0.8250840941854877,0.9097222222222222,0.931438127090301,Low,0,1,1,0
3,122,volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90,5500.0,24.0,29.0,11595.0,9.791666666666666,8.10344827586207,0.7654973570398848,0.8916666666666667,0.9297658862876255,Low,0,1,1,0
3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90,5500.0,24.0,29.0,9980.0,9.791666666666666,8.10344827586207,0.7962518020182604,0.8888888888888888,0.8595317725752508,Low,0,1,1,0
0,122,volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,110,5500.0,19.0,24.0,13295.0,12.368421052631579,9.791666666666666,0.865929841422393,0.9291666666666667,0.9214046822742475,Low,0,1,1,0
0,122,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579.0,ohc,four,97.0,idi,3.01,3.4,23.0,68,4500.0,33.0,38.0,13845.0,7.121212121212121,6.184210526315789,0.865929841422393,0.9291666666666667,0.9214046822742475,Low,1,0,0,1
0,122,volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,88,5500.0,25.0,31.0,12290.0,9.4,7.580645161290323,0.8798654493032196,0.9291666666666667,0.9214046822742475,Low,0,1,1,0
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,23.0,28.0,12940.0,10.217391304347826,8.392857142857142,0.9072561268620856,0.9333333333333333,0.939799331103679,Low,0,1,1,0
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,23.0,28.0,13415.0,10.217391304347826,8.392857142857142,0.9072561268620856,0.9333333333333333,0.9615384615384616,Low,0,1,1,0
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,24.0,28.0,15985.0,9.791666666666666,8.392857142857142,0.9072561268620856,0.9333333333333333,0.939799331103679,Low,0,1,1,0
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,24.0,28.0,16515.0,9.791666666666666,8.392857142857142,0.9072561268620856,0.9333333333333333,0.9615384615384616,Low,0,1,1,0
-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162,5100.0,17.0,22.0,18420.0,13.823529411764707,10.681818181818182,0.9072561268620856,0.9333333333333333,0.939799331103679,Medium,0,1,0,1
-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162,5100.0,17.0,22.0,18950.0,13.823529411764707,10.681818181818182,0.9072561268620856,0.9333333333333333,0.9615384615384616,Medium,0,1,0,1
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,23.0,28.0,16845.0,10.217391304347826,8.392857142857142,0.9072561268620856,0.9569444444444445,0.9280936454849499,Low,0,1,1,0
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049.0,ohc,four,141.0,mpfi,3.78,3.15,8.7,160,5300.0,19.0,25.0,19045.0,12.368421052631579,9.4,0.9072561268620856,0.9555555555555555,0.9280936454849499,Medium,0,1,0,1
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012.0,ohcv,six,173.0,mpfi,3.58,2.87,8.8,134,5500.0,18.0,23.0,21485.0,13.055555555555555,10.217391304347826,0.9072561268620856,0.9569444444444445,0.9280936454849499,Medium,0,1,1,0
-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217.0,ohc,six,145.0,idi,3.01,3.4,23.0,106,4800.0,26.0,27.0,22470.0,9.038461538461538,8.703703703703704,0.9072561268620856,0.9569444444444445,0.9280936454849499,Low,1,0,0,1
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114,5400.0,19.0,25.0,22625.0,12.368421052631579,9.4,0.9072561268620856,0.9569444444444445,0.9280936454849499,Low,0,1,0,1
